ortsId,aschachId,kremsId,ortsname,ortsname_aktuell,katastralgemeinde,ortsteil,nennung,zuordnung,typ,historischeSystematik,namensvar_hist,regionHistorisch,reichskreis,regionAktuell,regionAktuellCode,latitude,longitude,staat_aktuell,staat_aktuell_code,flusssystem,verkehrsanbindung,bemerkungen,bearbeitet
43,985,1052,Aussee,Bad Aussee,,,"1
2",1,12,1,"KWNB: Ausee
AMP: Aussee",2,4,6,4,N 47° 36' 35''	,E 13° 46' 56'',1,7,17,A. liegt an der Traun -> Donau.,"<p>
	In den <a href=""http://data.matricula-online.eu/de/oesterreich/graz-seckau/bad-aussee/13934/?pg=59"" target=""_blank"">Taufmatriken von A.</a> finden sich zahlreiche Eintr&auml;ge zur einzigen aus A. kommenden Familie &quot;Strimizer&quot; (AMP [1706-1740] und KWNB). U.a. findet sich auch der Eintrag zur Geburt von &quot;<a href=""http://data.matricula-online.eu/de/oesterreich/graz-seckau/bad-aussee/13934/?pg=71"" target=""_blank"">Matthias Strimizer</a>&quot; (AMP) selbst.</p>
<p>
	Strimizer ist ein h&auml;ufiger zeitgen&ouml;ssischer Name in den Ausseer Matrikelb&uuml;chern, aber auch aktuell finden sich noch zahlreiche Hinweise auf Mitglieder der Familie(n) Strimizer im Salzkammergut.</p>
<p>
	Von A. ist &quot;M&auml;hrisch Aussee&quot; zu unterscheiden. Da es in der Steiermark seit 1496 keine Juden gab, sind Eintr&auml;ge zu Juden mit der Herkunftsbezeichnung &quot;Aussee&quot; M&auml;hrisch Aussee zuzuordnen.</p>
",1
44,,466,Mährisch Aussee,Úsov,,,1,1,12,1,Ausse,4,,36,29,N 49° 47' 53'',E 17° 0' 38'',2,4,16,M.A. liegt an der Doubravka -> Rohelnice -> March -> Donau.,"<p>
	Da es in der Steiermark (siehe &quot;Aussee&quot;) seit 1496 keine Juden mehr gab, k&ouml;nnen j&uuml;dische H&auml;ndler aus &quot;Aussee&quot;, die in den KWNB geannt sind, M.A. zugeordnet werden.</p>
",1
45,1048,404,Austerlitz,Slavkov u Brna,,,"1
2",1,12,1,"KWNB: Austerliez, Austerliz, Osterliz
AMP: Austerlüz",4,,23,14,N 49° 9' 11''	,E 16° 52' 35'',2,4,16,A. liegt an der Littawa/Litava -> Thaya -> March -> Donau.,,1
46,,71,Baden (bei Wien),Baden bei Wien,,,1,1,12,1,Paden,1,4,1,1,N 48° 0' 19''	,E 16° 13' 57'',1,7,102,B. liegt an der Schwechat -> Donau.,,1
47,,421,Baumgarten (am Wagram),Baumgarten am Wagram,,Großweikersdorf,1,1,12,1,"Paumbgartten, Paumbgärtten, Paumgarten",1,4,1,1,N 48° 29' 0'',E 15° 57' 0'',1,7,98,B. liegt im Einzugsgebiet der Schmida -> Donau.,"<p>
	Die aus B. stammenden Marktteilnehmer in Krems k&ouml;nnen in den <a href=""http://data.matricula-online.eu/de/oesterreich/wien/ruppersthal/"" target=""_blank"">Pfarrmatriken von Ruppersthal</a> nachgewiesen werden. Daher ist die Zuordnung zu B. am Wagram f&uuml;r diesen Personenkreis eindeutig.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",1
48,630,853,Baumgartenberg,Baumgartenberg,,,"1
2",1,12,1,"KWNB: Baumbgarttenberg
AMP: [Prälat zu] Paumbgartten, Paumgartenberg, Paumgarttenberg",10,4,8,5,N 48° 12' 31'',E 14° 44' 37'',1,7,1,B. liegt knapp nördlich der Donau.,"<p>
	Die Matriken von B. beginnen erst mit 1785. Eine Alternative w&auml;re B. bei N&ouml;chling (Nieder&ouml;sterreich), jedoch konnte die einzige zu B. genannte Person der KWNB in den Matriken von N&ouml;chlich nicht nachgewiesen werden. Auch das Handelsgut (Leinwand) spricht f&uuml;r B. in Ober&ouml;sterreich.&nbsp;</p>
<p>
	F&uuml;r die Aschacher Quellen ist die Zuordnung zu B. in Ober&ouml;sterreich noch wahrscheinlicher, au&szlig;erdem wird auch der Pr&auml;lat des Stiftes genannt. Die Erg&auml;nzung zu &quot;Baumgartenberg&quot; (Quelle: &quot;Pr&auml;lat zu Paumbgartten&quot;) ist gerechtfertig, da die beiden Kl&ouml;ster <a href=""https://de.wikipedia.org/wiki/Kloster_Baumgarten"" target=""_blank"">Baumgarten im Elsass (Bongart)</a> bzw. in <a href=""https://de.wikipedia.org/wiki/Baumgarten_(Burgenland)"" target=""_blank"">Ungarn/Burgenland</a> im 17. Jahrhundert nicht mehr existierten.<br />
	<br />
	1652 war dar&uuml;ber hinaus <a href=""https://de.wikipedia.org/wiki/Bernhard_Breil"" target=""_blank"">Bernhard Breil</a> Abt bzw. Pr&auml;lat von Baumgartenberg, der davor auch als Bibliothekar in Heiligenkreuz t&auml;tig gewesen ist und in den Aschacher Quellen im Zusammenhang mit dem Erwerb der Bibliothek des 1652 verstorbenen Hartkirchner Pfarrers und Theologen Konrad Mutschler aufscheint.</p>
",1
49,,690,Beneschau,,,,1,2,,,"Benischau, Wenischau",,,,,,,2,4,,,"<p>
	Neben mehreren Orten in B&ouml;hmen (<a href=""https://de.wikipedia.org/wiki/Bene%C5%A1ov"" target=""_blank"">Bene&scaron;ov</a>, <a href=""https://de.wikipedia.org/wiki/Bene%C5%A1ovice"" target=""_blank"">Bene&scaron;ovice</a>) kommen vor allem die Orte <a href=""https://de.wikipedia.org/wiki/Doln%C3%AD_Bene%C5%A1ov"" target=""_blank"">Doln&iacute; Bene&scaron;ov</a> und <a href=""https://de.wikipedia.org/wiki/Bene%C5%A1ov_u_Boskovic"" target=""_blank"">Bene&scaron;ov u Boskovic</a> in M&auml;hren in Frage.</p>
<p>
	Da aus B. lediglich ein j&uuml;discher H&auml;ndler kommt, d&uuml;rfte der Ort &quot;<a href=""https://de.wikipedia.org/wiki/Bene%C5%A1ov"" target=""_blank"">Bene&scaron;ov</a>&quot; am wahrscheinlichsten sein, da dieser &uuml;ber eine j&uuml;dische Gemeinde verf&uuml;gte.</p>
",1
50,,469,Benisch,Horní Benešov,,,1,1,12,1,"Benig, Bentsch, Böhnisch, Bönnisch, Pennisch",14,,26,17,N 49° 58' 0'',E 17° 36' 9'',2,4,21,B. liegt an der Cziczina/Čižina -> Oppa/Opava -> Oder,,1
51,19,18,Berchtesgaden,Berchtesgaden,,,"1
2",1,12,1,"KWNB: Berchtoldtsgaden, Berchtolsgaden
AMP: Bertlesgaden, Bertasgaden, Pertolßgatten, Pertelesgaden",60,5,2,2,N 47° 37' 56'',E 13° 0' 6'',3,8,2,"B. liegt an der Berchtesgadener Arche, die zwischen Hallein und Salzburg (Stadt) in die Salzach mündet -> Inn -> Donau. ","<p>
	&Uuml;berregional bedeutend waren die Herstellung und der Vertrieb von Holzspielzeug und von Schnitzereien sowie die Erzeugung von Holzschachteln.</p>
",1
52,,952,Berglach,,,,1,2,12,1,"Perglarch, [Perglarh?]",,,,,,,,,,,"<p>
	<a href=""https://de.wikipedia.org/wiki/Gloggnitz"" target=""_blank"">B. bei Gloggnitz (Nieder&ouml;sterreich)</a> ist der in den Normdatenbanken einzig nachgewiesene Ort dieses Namens. Jedoch gibt es sonst keine weiteren Anhaltspunkte f&uuml;r das Herkommen der Person &quot;Barbara Schefferin&quot; aus den KWNB f&uuml;r diese Gegend. Das Handelsgut Spitze w&uuml;rde eher f&uuml;r einen Ort im Erzgebirge sprechen. Die Zuordnung bleibt daher als &quot;nicht-eindeutig identifiziert&quot; gekennzeichnet.</p>
",1
53,,758,Bergstadt,Horní Město,,,1,1,12,1,"von der Perckhstatt, von der Perckhstatt aus Mährn",4,,26,17,N 49° 54' 30'',E 17° 12' 40'',2,4,16,B. im Quellgebiet des Hangenbachs/Huntava -> Oslawa/Oslava -> Oskawa/Oskava -> March -> Donau.,,1
54,,860,Bärn,Moravský Beroun,,,1,1,12,1,"Bern, Berrn, Beyrn",4,,36,29,N 49° 47' 37'',E 17° 26' 31'',2,4,16,"B. liegt im Niederen Gesenke am Zusammfluss des Sommeraubachs/Čabová und des Stollenbachs/Důlní potok -> Feistritz/Bystřice (auch: Fister, Bistritza, Wisternitzbach genannt) -> March -> Donau.","<p>
	B. war ein Zentrum des Flachsanbaus und der Weberei. Bern in der Schweiz ist f&uuml;r Nennungen in den KWBN (und dem Handelsgut &quot;Hanf&quot;) auszuschlie&szlig;en.</p>
",1
55,,165,Beuthen,,,,1,2,12,1,Peitten,14,,,,,,4,6,,,"<p>
	Aus B. kommt nur ein H&auml;ndler in den KWNB vor (&quot;Andre Franz&quot;). Waren und weitere Nennungen des Familiennamens &quot;Franz&quot; erm&ouml;glichen die Aufl&ouml;sung zu &quot;Beuthen&quot; in Schlesien. Jedoch bestehen zwei in Frage kommende Orte B. in Schlesien:</p>
<p>
	1) B. in Oberschlesien (<a href=""https://de.wikipedia.org/wiki/Bytom"" target=""_blank"">Bytom</a>)</p>
<p>
	2) B. an der Oder (<a href=""https://de.wikipedia.org/wiki/Bytom_Odrza%C5%84ski"" target=""_blank"">Bytom Odrzański</a>)</p>
",1
57,,157,Bierbaum,Bierbaum am Kleebühel,,Königsbrunn am Wagram,1,1,12,1,Pierpaumb,1,4,1,1,N 48° 23' 27'',E 15° 56' 4'',1,7,1,B. liegt im Auengebiet knapp nördlich der Donau.,,1
58,,722,Bischau,,,,1,2,12,1,,1,4,,,,,,,,,"<p>
	Ein Ort B. ist in Nieder&ouml;sterreich nicht nachzuweisen (auch nicht &quot;Pischau&quot; und &quot;Wischau&quot;). Da jedoch Munition von den St&auml;nden &uuml;ber die Kremser Stadtkammer vor einem T&uuml;rkenkrieg an einzelne Herrschaften ausgegeben wurde, muss es sich - der Vierteleinteilung entsprechend - bei der genannten <span class=""fieldContent"">&quot;herrschafft Bischau stadt und schloss&quot; um einen Ort in Nieder&ouml;sterreich n&ouml;rdlich der Donau handeln. Evtl. k&ouml;nnte es sich auch um einen Ort handeln, der historisch zu Nieder&ouml;sterreich, seit 1918/19 aber zur Tschechischen Republik geh&ouml;rt. Auch hier konnte bis dato kein passender Ort identifiziert werden. </span></p>
<p>
	<span class=""fieldContent"">Phonetisch am naheliegendsten w&auml;ren die Orte &quot;Litschau&quot; oder &quot;Maissau&quot;.</span></p>
<p>
	<span class=""fieldContent"">Trotz der Angabe als &quot;Stadt&quot; war eine Zuordnug nicht m&ouml;glich. Zum Zusammenhang von Stadt und Grundherrschaft in Nieder&ouml;sterreich siehe <a href=""https://www.zobodat.at/pdf/Jb-Landeskde-Niederoesterreich_33_0048-0064.pdf"" target=""_blank"">GUTKAS, Bedeutung</a>.</span></p>
",1
59,,864,Bischoflack,Škofja Loka ,,,1,1,12,1,Pischofflach auß Crain,19,4,37,,N 46° 9' 55'',E 14° 18' 22'',5,9,6,B. liegt an der Zeier [auch: Zayer]/Sora -> Save/Sava -> Donau.,"<p>
	B. war bis 1803 Besitz der Bisch&ouml;fe von Freising.</p>
",1
60,,782,Bischofschlag,,,,1,2,12,1,Bischoffschlag,,,,,,,,,,,"<p>
	Ein Ort B. konnte nicht identifiziert werden. Wahrscheinlich handelt es sich um eine Verballhornung von &quot;Bischoflack&quot; (siehe auch dort). Sowohl Name des H&auml;ndlers (&quot;Sc&auml;rthin&quot;) als auch Ware (&quot;&Ouml;l&quot;) w&uuml;rde daf&uuml;r sprechen.</p>
",1
61,,816,Bischofstetten,Bischofstetten,,,1,1,12,1,"Bischoffstötten, Pistötten",1,4,1,1,N 48° 7' 20'',E 15° 28' 8'',1,7,36,B. liegt an der Sierning -> Pielach -> Donau.,,1
62,,485,Bisenz,Bzenec,,,1,1,12,1,Pisens,4,,23,14,N 48° 58' 24''	,E 17° 16' 0'',2,4,16,B. liegt am Sirowiner Bach/Syrovinka -> March -> Donau.,,1
63,,912,Blauda,Bludov,,,1,1,12,1,Plauda,4,,36,29,N 49° 56' 26'',E 16° 55' 42'',2,4,16,B. liegt knapp nördlich des Zusammenflusses der Teß/Desná mit der March -> Donau.,,1
64,,1009,Blindenmarkt,Blindenmarkt,,,1,1,12,1,Plindenmarkh,1,4,1,1,N 48° 7' 39'',E 14° 59' 11'',1,7,1,B. liegt im Einzugsgebiet der Ybbs -> Donau.,,1
65,,382,Blumau (an der Wild),Blumau an der Wild,,Ludweis-Aigen,1,1,12,1,,1,4,1,1,N 48° 45' 0'',E 15° 27' 0'',1,7,16,B. liegt am Seebsbach -> Thaya -> March -> Donau.,"<p>
	B. liegt im historischen &quot;<a href=""https://de.wikipedia.org/wiki/Bandlkramer"" target=""_blank"">Bandlkramerland</a>&quot;.</p>
",1
66,,734,Bockfließ,Bockfließ,,,1,1,12,1,"Pockhflis, Pockhfliß, Pockhflüs",1,4,1,1,N 48° 21' 36''	,E 16° 36' 14'',1,7,1,B. liegt zwischen March und Donau.,"<p>
	Unter B. scheinen in den KWNB in den 1660er Jahren ausschlie&szlig;lich j&uuml;dische H&auml;ndler auf. Siehe auch STAUDINGER, Gantze D&ouml;rffer, 85-90.</p>
",1
67,,510,Böheimkirchen,Böheimkirchen,,,1,1,12,1,"Böhmkirchen, Böhmkürch, Böhmkürchen",1,4,1,1,N 48° 11' 52'',E 15° 45' 42'',1,7,69,B. liegt an der Perschling -> Donau.,,1
68,,711,Böhmisch Aicha,Český Dub,,,1,1,12,1,"Aicha, Aichen, Behmischaichen, Böhmbischen Aich, Böhmischen Aichen",5,,34,25,N 50° 39' 37'',E 14° 59' 46'',2,4,14,B. liegt am Jeschkenbach/Ještědský potok -> Polzen [auch: Pulsnitz]/Ploučnice -> Elbe.,"<p>
	Nicht zu verwechseln mit &quot;Aicha&quot; aus den AMP.</p>
",1
69,,730,Böhmisch Leipa,Česká Lípa,,,1,1,12,1,"Behmihsch Leippa, Behmisch Lippa, Böhmischen Leippa, Leippa",5,,34,25,N 50° 41' 7'',E 14° 32' 15'',2,4,14,B. lieg am Polzen [auch: Pulsnitz]/Ploučnice -> Elbe.,,1
71,,185,Boskowitz,Boskovice,,,1,1,12,1,"Poßcowiz, Poßkhowiz, Poskowitz, Poßkowitz",4,,23,14,N 49° 29' 15'',E 16° 39' 35'',2,4,16,B. liegt an der Bělá -> Zwitta [auch: Zwittawa]/Svitava -> Schwarza/Svratka -> Thaya -> March -> Donau.,"<p>
	B. hatte sp&auml;testens seit dem 15. Jahrhundert eine j&uuml;dische Gemeinde und war zeitweise Sitz des m&auml;hrischen Landesrabbinats. Die aus B. stammenden H&auml;ndler auf den Kremser M&auml;rkten war fast ausschlie&szlig;lich Juden.</p>
",1
72,1053,777,Bozen,"Bozen (dt.), Bolzano (ital.)",,,"1
2",1,12,1,"KWNB: Pozen
AMP: Pozen",9,4,24,15,N 46° 29' 26'',E 11° 20' 23'',6,10,141,"B. liegt am Zusammenfluss von Etsch/Adige, Eisack/Isarco und Talfer/Talvera. 
B. war der südliche Ausgangsort für die Überquerung des Brennerpasses.
","<p>
	B. war einer der wichtigsten Messeorte im Heiligen R&ouml;mischen Reich. Vor allem durch den <a href=""http://www.handelskammer.bz.it/de/dienstleistungen/weitere-dienste/merkantilmuseum"" target=""_blank"">Merkantilmagistrat</a>, ein Handelsgericht mit Selbstverwaltung durch die deutschen und italienischen Kaufleute, erlebten die Bozner Messen im 16.-18. Jahrhundert eine Hochbl&uuml;te.</p>
",1
73,,161,Brand,Brand bei Loschberg,,Waldhausen,1,1,12,1,Prandt,1,4,1,1,N 48° 32' 0'',E 15° 19' 0'',1,7,24,B. liegt im Einzugsgebiet des Purzelkamps -> Kamp -> Donau.,"<p>
	Die gehandelten G&uuml;ter sprechen f&uuml;r Lokal- bzw. Regionalhandel und daher f&uuml;r eine Zuordnung zu einem der Orte B. in Nieder&ouml;sterreich. Alle in den KWNB genannten Personen k&ouml;nnen in den <a href=""https://data.matricula-online.eu/de/oesterreich/st-poelten/brand-gf-am-loschberg/"" target=""_blank"">Matriken der Pfarre B. bei Loschberg</a> (Gemeinde Waldhausen) eindeutig nachgewiesen werden; auch die Lieferung von Glocken an die Pfarrkirche B. sind f&uuml;r diesen Ort eindeutig. Alle anderen Orte namens B. k&ouml;nnen somit ausgeschlossen werden.</p>
",1
74,,130,Prandhof,Prandhof,,Mühldorf/Niederranna,1,1,12,1,"Brandthof, Brandthoff, Prandthof, Prandthoff",1,4,1,1,N 48° 22' 35'',E 15° 20' 59'',1,7,,,"<p>
	P. ist ein h&auml;ufiger Ortsname in &Ouml;sterreich und Bayern, jedoch scheint die geographische Bezeichnung P. in den KWNB nur in Zusammenhang mit &quot;Herrschaft P.&quot; auf. Es kann daher von der in der N&auml;he von Krems gelegenen <a href=""https://books.google.at/books?id=9HleAAAAcAAJ&amp;pg=PA380&amp;dq=Herrschaft+brandhof+g%C3%B6ttweig&amp;hl=de&amp;sa=X&amp;ved=0ahUKEwjE2NqaquHWAhXoHJoKHbotDTEQ6wEINTAD#v=onepage&amp;q=Herrschaft%20brandhof%20g%C3%B6ttweig&amp;f=false"" target=""_blank"">Herrschaft P.</a> (im Spitzergraben zwischen M&uuml;hldorf und Niederranna, heute die Reste des Schlosses P. in Niederranna 5) ausgegangen werden. Wenn m&ouml;glich beziehen sich die Angaben auf Niederranna 5, sonst auf den &uuml;bergordneten Ort M&uuml;hldorf.</p>
",1
75,82,135,Braunau (am Inn),Braunau am Inn,,,"1
2",1,12,1,"Praunau, Praunaw",6,5,8,5,N 48° 15' 22''	,E 13° 2' 36'',1,7,2,B. liegt am Inn -> Donau.,"<p>
	B. kam nach dem <span class=""mw-redirect"">Frieden von Teschen</span> 1779 mit dem Innviertel (&#39;Innbaiern&#39;) zu &Ouml;sterreich. Die Familien: &quot;Mahlknecht&quot;, &quot;Ruffini&quot;, &quot;Sint&quot; und &quot;Streckenraif&quot; (alle KWNB) konnten anhand der Literatur eindeutig &quot;B. (am Inn)&quot; zugeordnet werden.&nbsp; Davon zu unterscheiden ist &quot;B. (in B&ouml;hmen)&quot; (Broumov). Konnte eine Person/Firma in den KWNB weder dem b&ouml;hmischen noch dem heute ober&ouml;sterreichischen B. eindeutig zugeordnet werden, so wurde das unbestimmte B. ohne weitere Zuordnung als &quot;nicht identifiziert&quot; angegeben.</p>
<p>
	F&uuml;r die unter B. genannten Personen in den AMP (1706-1740) kommt nur &quot;B. (am Inn)&quot; in Frage.</p>
",1
76,,254,Braunseifen,Ryžoviště,,,1,1,12,1,Praunseiffen,4,,26,17,N 49° 52' 32''	,E 17° 21' 29'',2,4,21,B. liegt an der Polička -> Mohra/Moravice -> Oppa/Opava -> Oder.,,1
77,488,4,Breslau,Wrocław,,,"1
2",1,12,1,"KWNB: Breßlau, Bresslau, Preslaw, Preßlau, Preßlaw, Presslaw
AMP: Preßlau",14,,28,19,N 51° 6' 0'',E 17° 2' 0'',4,6,21,B. liegt an der Oder/Odra.,,1
78,,324,Bruck (an der Mur),Bruck an der Mur,,,1,1,12,1,Prugg,2,4,6,4,N 47° 25' 0'',E 15° 17' 0'',1,7,34,"B. liegt an der Mur -> Drau/Drave -> Donau.
B. war ein wichtiger Knotenpunkt der Semmeringstraße zwischen Venedig und Wien.
","<p>
	In den KWNB scheint eine Person, <a href=""http://mapire.eu/oesterreichischer-staedteatlas/bruck-an-der-mur/#OV_8_1"" target=""_blank"">Georg Riedlmayr</a>, aus B. auf. Die Familie Riedlmayr war in B. ans&auml;ssig und betrieb dort auch (seit 1623) einen Eisenhammer. Ebenso gibt es Belege f&uuml;r eine Verbreitung der Familie <a href=""https://books.google.at/books?id=wKuu6V5ND6wC&amp;pg=PP232&amp;dq=Lussnig+Torfaiach&amp;hl=de&amp;sa=X&amp;ved=0ahUKEwjOlOXI8ZbZAhWKL1AKHcycBP0Q6wEIKjAA#v=onepage&amp;q=Lu%C3%9Fnig%20Torfaiach&amp;f=false"" target=""_blank"">Lu&szlig;nig</a> im Graz-Brucker Raum (Trofaiach).</p>
<p>
	Da f&uuml;r die beiden anderen Personen aus &quot;Bruck&quot;, Michael W&auml;sl und Wolf Christoph Reitter, keine Belege - weder in den Matriken von &quot;Bruck an der Leitha&quot; noch von &quot;Bruck-M&uuml;nichreith&quot; am Ostrong - gefunden werden konnten, scheint auch in diesen beiden F&auml;llen &quot;B. (an der Mur)&quot; nicht unwahrscheinlich. Jedoch sind die Matriken von &quot;B. (an der Mur)&quot; nicht vollst&auml;ndig erhalten, sodass eine Kl&auml;rung an Hand der Matriken nicht letztg&uuml;ltig erfolgen kann. Diese Eintr&auml;ge wurden daher in den KWNB dem nicht eindeutig identifizierbaren &quot;Bruck&quot;, ohne regionale Angabe, zugeordnet (siehe auch dort).</p>
<p>
	&nbsp;</p>
",1
79,671,174,Brünn,Brno,,,"1
2",1,12,1,"KWNB: Brinn, Prin, Prün, Prünn
AMP: Prün",4,,23,14,N 49° 11' 42'',E 16° 36' 28'',2,4,16,B. liegt am Zusammenfluss der Schwarza/Svratka und der Zwitta/Svitava -> Thaya -> March -> Donau.,,1
80,,174,Brunn,[Brunn am Walde?],,,1,2,12,6,"Brun, Prun",1,4,1,1,,,1,7,,,"<p>
	B. kommt nur in Zusammenhang mit einer Herrschaft B. vor (&quot;Hochgr&auml;fliche Herrschaft Brun&quot;), weshalb von einem der unz&auml;hligen Orte B. in Nieder&ouml;sterreich ausgegangen werden kann. Vgl. <a href=""https://books.google.at/books?id=HrsAAAAAcAAJ&amp;pg=PA94&amp;dq=Herrschaft+Brunn+Nieder%C3%B6sterreich&amp;hl=de&amp;sa=X&amp;ved=0ahUKEwjDrIKZj-TiAhVtz6YKHb5WCH0Q6wEIKTAA#v=onepage&amp;q=Herrschaft%20Brunn%20Nieder%C3%B6sterreich&amp;f=false"" target=""_blank"">WEISKERN, Topographie von Nieder&ouml;sterreich, Bd. 1,&nbsp; 92-94</a>.</p>
<p>
	Bez&uuml;glich der Lage zum Marktort Krems d&uuml;rfte es sich am ehesten um die <a href=""https://de.wikipedia.org/wiki/Brunn_am_Walde_(Herrschaft)"" target=""_blank"">Herrschaft Brunn am Walde</a> handeln. Siehe <a href=""https://books.google.de/books?id=i5djAAAAcAAJ&amp;pg=PA24#v=onepage&amp;q&amp;f=false"" target=""_blank"">GOCHNAT, Dominien-Schematismus, 24</a>.</p>
",1
81,,493,Brüsau,Březová nad Svitavou,,,1,1,12,1,"Prisa, Prissaw",4,,29,20,N 49° 38' 39'',E 16° 31' 4'',2,4,16,B. liegt an der Zwitta/Svitava -> Schwarza/Svratka -> Thaya -> March -> Donau.,,1
82,,753,Buchberg,Buchberg am Kamp,,Gars am Kamp,1,1,12,1,Buechberg,1,4,1,1,N 48° 34' 0''	,E 15° 39' 0'',1,7,24,B. liegt am Kamp -> Donau. ,"<p>
	&quot;Buchberg&quot; ist ein h&auml;ufiger Name in Ober- und Nieder&ouml;sterreich. Die Zuordnung zu &quot;B. (am Kamp)&quot; ist dennoch eindeutig, da als Person ein &quot;Schiffer&quot; in den KWNB genannt ist. Familie Schiffer war im 17. Jahrhundert im Besitz der Burg B. am Kamp. Diese Nennung erfolgt im Zusammenhang mit der Verteilung von Pulver und Munition &uuml;ber die Kremser Stadtkammer zur Abwehr der T&uuml;rken (1663). B. lag im von Krems aus zu versorgenden Landesviertel f&uuml;r die T&uuml;rkenabwehr.</p>
",1
83,,870,Buchhaldt,,,,1,2,,,,,,,,,,,,,,"<p>
	Es konnte keine &Uuml;bereinstimmung mit einem aktuellen Ort (&quot;Buchhalt&quot;, &quot;Buchhald&quot;, &quot;Buchhold&quot;, &quot;Buchholt&quot; bzw. Varianten mit &quot;P&quot;) in den Normdatenbanken oder in der Literatur gefunden werden. Der H&auml;ndler aus B., Martin Spizer, liefert &quot;Haar&quot; (=Flachs). Es ist daher am wahrscheinlichsten von einem Ort in Nieder&ouml;sterreich oder M&auml;hren auszugehen.</p>
",1
84,,189,Budweis,České Budějovice,,,1,1,12,1,"Böhm. Puttweiß, Pachwiß, Puttweis, Puttweiß, Putweis",5,,31,22,N 48° 58' 28'',E 14° 28' 27'',2,4,14,B. liegt an der Moldau/Vltava -> Elbe/Labe.,,1
85,,1037,Budwitz [Budweis?],,,,1,2,12,1,Puttwiz,,,,,,,2,4,,,"<p>
	Es k&ouml;nnte sich sowohl um den Ort <a href=""https://de.wikipedia.org/wiki/Moravsk%C3%A9_Bud%C4%9Bjovice"" target=""_blank"">Budwitz/Moravsk&eacute; Budějovice</a> als auch um (B&ouml;hmisch) <a href=""https://de.wikipedia.org/wiki/Budweis"" target=""_blank"">Budweis/</a><span class=""mw-redirect""><a href=""https://de.wikipedia.org/wiki/Budweis"" target=""_blank"">Česk&eacute; Budějovice</a> handeln (siehe dort).</span></p>
",1
86,,542,Bulcksdorf,,,,1,2,12,1,Bulckhstorff,,,,,,,,,,,"<p>
	Zu B. gibt es nur eine Nennung in den KWNB. Ein Ort konnte in den Norndatenbanken (GND, GeoNames) nicht gefunden werden, auch das Historische Ortsnamenbuch f&uuml;r Nieder&ouml;sterreich gibt keinen Hinweis aud B. (und m&ouml;gl. Varianten). Gehandelt wurde Wolle. Neben Nieder&ouml;sterreich k&auml;me daher auch ein Ort in B&ouml;hmen oder M&auml;hren evtl. in Frage.</p>
",1
87,,752,Bünden,Graubünden,,,1,1,7,3,Pindten,15,,33,24,N 46° 39' 31''	,E 9° 37' 22'',7,13,19,Der Hauptfluss G.s ist der Rhein.,"<p>
	Unter der Ortsbezeichnung B. ist in den KWNB ein H&auml;nder (&quot;Johann Marnia&quot;) zu finden, der wohl identisch mit der Person &quot;Johann Marnia&quot; aus &quot;Engadin&quot; in der Datenbank ist. B&uuml;nden d&uuml;rfte hier als Synonym f&uuml;r Graub&uuml;nden (insbes. das Engadin) stehen. Siehe auch den Eintrag: &quot;Engadin&quot;.</p>
",1
88,292,437,Burghausen,Burghausen,,,"1
2",1,12,1,"KWNB: Purckhausen
AMP: Burghaussen, Burghaußen in Bayrn",6,5,2,2,N 48° 10' 9''	,E 12° 49' 53'',3,8,2,"B. liegt an der Salzach, knapp vor dem Zusammenfluss mit dem Inn -> Donau.",,1
89,,367,Burgschleinitz,Burgschleinitz,,Burgschleinitz-Kühnring,1,1,12,1,"Burckhschleinz, Burgschleinz, Burschleinz, Purschleinz",1,4,1,1,N 48° 36' 0'',E 15° 49' 0'',1,7,98,B. liegt am Zusammenfluss des Brunnwiesenbachs und der Schleinitz -> Schleinzbach -> Schmida -> Donau.,,1
90,,1117,Purgstall (an der Erlauf),Purgstall an der Erlauf,,,1,1,12,1,"Burgstall, Purckhstall, Purggstall
",1,4,1,1,N 48° 3' 30'',E 15° 8' 5'',1,7,124,"P. liegt an der Erlauf -> Donau.
P. war einer der drei Hauptorte an der ""Dreimärktestraße"" vom steirischen Erzberg zur Donau. Zusammen mit ""Scheibbs"" und ""Gresten"" hatte P. während der Frühen Neuzeit ein Privileg zur Versorgung der Bergleute am Erzberg mit Nahrungsmitteln.","<p>
	Die in den KWNB genannten Personen &quot;Karl Delapin&quot;/&quot;Delapina&quot;,&quot; Philipp Punzsam&quot;/&quot;Wunsamb&quot; und &quot;Andre Schr&ouml;ckenfux&quot; konnten in den Matriken von P. nachgewiesen werden. Siehe auch das unbestimmte &quot;Purgstall&quot;.</p>
",1
