orte_literaturId,ortsId,literatur
699,1790,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
700,1790,"Ferdinand EGGMANN, Geschichte des Illerthales [...] (Ulm 1862)."
701,1295,"Ferdinand EGGMANN, Geschichte des Illerthales [...] (Ulm 1862)."
702,1300,"Ferdinand EGGMANN, Geschichte des Illerthales [...] (Ulm 1862) 304-316."
703,1830,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
704,1252,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
705,2620,"Alfred MARKS, Das Leinengewerbe und der Leinenhandel im Lande ob der Enns von den Anfängen bis in die Zeit Maria Theresias, in: Jahrbuch des Oberösterreichischen Musealvereins 95 (1950) 169–286."
706,548,"Monika THONHAUSER, Das Salzburgische flache Land - eine textile Landschaft. Klöppelei, ein protoindustrieller Erwerbszweig der Frühen Neuzeit und im Konnex von Frauenerwerb und Heimatschutz nach 1900 (Diss. Salzburg 2006)."
707,556,"Josef KOPŘIWA, Geschichte der Stadtgemeinde Neustadtl in Mähren, in:  Schriften der historisch-statistischen Sektion der k.k. mähr. schles. Gesellschaft des Ackerbaues, der Natur= und Landeskunde 9 (1856) 231-310."
708,2623,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
709,2623,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
710,2623,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
711,2623,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
712,1513,"Albrecht GREULE, Deutsches Gewässernamenbuch. Etymologie der Gewässernamen und der dazugehörigen Gebiets-, Siedlungs- und Flurnamen (Berlin-Boston 2014)."
713,1843,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 467f. "
714,1627,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
715,1799,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
716,2087,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
717,2195,"Ludwig Wilhelm von BADEN, Kriegs- und Staatsschriften ueber den spanischen Erbfolgekrieg aus den Jahren 1700 bis 1710 [...], Bd. 1: 1700-1703 (Karlsruhe 1850)."
718,565,DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich nördlich der Donau (Wien 1990).
719,1890,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
720,570,"Andreas KUSTERNIG–Max WELTIN, Stadtgemeinde Hollabrunn, in: Vergangenheit und Gegenwart. Der Bezirk Hollabrunn und seine Gemeinden, hg. von Ernst BEZEMEK–Willibald ROSNER (Hollabrunn 1993) 711–762."
721,1834,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
722,1630,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
723,635,"I.A. MICHEL, Das Königreich Böhmen. Ein historisch-statistisch topographisches Handbuch, Bd. 2 (Das Oesterreichische Kaiserthum historisch=statistisch topographisch beschrieben, Bd. 3, o.O. 1840)."
724,643,"Historisch-topographische Darstellung der Pfarren, Stifte, Klöster, milden Stiftungen und Denkmähler im Erzherzogthume Oesterreich der Viertel ober und unter dem Wiener-Walde, oder der ersten Hauptabtheilung Fünfter Band: Pottenstein und dessen Umgegend (Wien 1826), "
725,1382,"Max HALBRITTER, Ein Streifzug durch die Bierstadt Riedenburg, in: Donaukurier, https://www.donaukurier.de/archiv/ein-streifzug-durch-die-bierstadt-riedenburg-2585112, <31.05.2019 | Stand 02.12.2020>."
726,2465,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
727,1040,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
728,1426,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
729,784,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
730,149,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
731,787,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
732,2511,DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich nördlich der Donau (Wien 1990).
733,2511,DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Oberösterreich. Mühlviertel (Horn-Wien 2003).
734,807,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
735,814,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
736,1295,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
737,864,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
740,66,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
741,155,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
742,235,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
743,283,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
744,423,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
745,423,"Kurt SCHWINGHAMMER, Der l.f. Markt Langenlois im XVII. und XVIII. Jahrhundert unter besonderer Berücksichtigung der bürgerlichen Vermögensverhältnisse (Diss. Wien 1957)."
746,503,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
747,567,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
748,756,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
749,886,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
750,916,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
751,917,
752,2592,"Karl KASER, Freier Bauer und Soldat. Die Militarisierung der agrarischen Gesellschaft an der kroatisch-slawonischen Militärgrenze (1535-1881) (Zur Kunde Südosteuropas II/22, Wien-Köln-Weimar 1997)."
753,1516,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
754,1521,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
755,914,
756,1599,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
757,1414,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
758,1728,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
759,1676,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
760,1282,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
761,1734,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
762,1734,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (28.12.2023)."
763,1269,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
764,1269,"W. v. RALLY, Die Donaureise von Regensburg bis Linz [...] (Wien 1840)."
765,934,"Friedrich ROSENKRANZ, Die Edelkastanie in Niederösterreich, in: Österreichische Botanische Zeitschrift 72. Jahrgang Nr. 11–12 (1923) 377–393."
766,1766,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
767,2635,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935)."
768,945,Handbuch des Königreiches Böhmen für das Jahr 1848 (Prag 1848).
769,1288,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 92, 801f."
770,950,"Sigismund von HERBERSTEIN, Moscovia der Hauptstat in Reissen [...] (Wien 1557)."
771,951,"Alfred HOFFMANN, Wirtschaftsgeschichte des Landes Oberösterreich 1: Werden – Wachsen – Reifen. Von der Frühzeit bis zum Jahre 1848 (Salzburg 1952)."
772,1509,Statistisch-topographische Beschreibung des Landgerichtes Wolfstein im Unterdonaukreise (o.O. 1830).
773,1540,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 807-809."
774,1081,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
775,227,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 225."
776,1720,"Joseph Anton EISENMANN-Karl Friedrich HOHN, Topo=geographisch=statistisches Lexicon vom Königreiche Bayern [...], Bd. 2 M-Z (Erlangen 1832)."
777,1114,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
778,1668,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
779,1720,"Gerhard HIRSCHMANN, Historischer Atlas von Bayern, Franken, Reihe I, Heft 6: Eichstätt. Beilngries-Eichstätt-Greding (München 1959)."
780,969,"Alfred HOFFMANN, Wirtschaftsgeschichte des Landes Oberösterreich 1: Werden – Wachsen – Reifen. Von der Frühzeit bis zum Jahre 1848 (Salzburg 1952)."
781,974,"Peter ANREITER-Christian CHAPMAN-Gerhard RAMPL, Die Gemeindenamen Tirols. Herkunft und Bedeutung (Innsbruck 2009)."
782,1868,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
783,1868,"Diethard SCHMID, Historischer Atlas von Bayern, Altbayern, Heft 41: Regensburg I: Das Landgericht Stadtamhof, die Reichsherrschaften Donaustauf und Wörth (München 1976)."
784,975,DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich nördlich der Donau (Wien 1990).
785,1566,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
786,1048,"Festschrift zur Markterhebung St. Martin im Mühlkreis (St. Martin im Mühlkreis 1985), https://digi.landesbibliothek.at/viewer/image/AC16553906/1/LOG_0000/"
787,1051,"Michael HÄRTL, Geschichte der Stadt Landau a.d. Isar [...] (Landshut 1863)."
788,1094,"Johannes MOLITOR, Der Landkreis Deggendorf in Lentners Ethnographie von Niederbayern aus dem Jahre 1851, in: Deggendorfer Geschichtsblätter 4 (1984) 92-115."
789,1197,"Otto STÖMMER, Kurzer Abriß der Geschichte von Plattling. Festschrift zur Stadt-Erhebungsfeier im August 1889 (Plattling 1889)."
790,1197,"Franz Xaver ZACHER, Geschichte der Stadt Plattling (München-Pasing 1948)."
